city,date,fare,ride_id
Grayville,43561.15185,18.11,6.20377E+12
Lake Robertside,43478.76549,28.37,5.19968E+12
West Hannah,43497.10873,33.85,8.29656E+12
New Olivia,43501.8097,47.15,7.73682E+12
Grayville,43583.48668,43.22,6.01891E+12
Port Shane,43539.50674,31.58,2.55298E+12
Myersshire,43550.48149,28.71,2.18065E+12
Lake Ann,43585.48765,14.56,5.47077E+12
Colemanland,43575.11997,20.83,2.98157E+12
West Kimmouth,43469.43338,20.69,1.68721E+12
Lake Ann,43530.36773,13.61,1.25755E+12
Lake Scott,43584.92248,25.75,4.95951E+12
Mezachester,43549.53983,21.89,2.29483E+12
Brandonfort,43587.13493,48.63,4.44358E+12
Lake Scott,43550.36163,26.24,1.98031E+12
Veronicaberg,43579.803,49.45,5.87763E+12
Lewisland,43490.86549,32.38,8.33223E+12
Lake Scott,43592.52322,21.72,7.62606E+12
East Marymouth,43558.51288,26.93,3.38403E+12
Sotoville,43577.06462,46.5,7.08815E+12
North Richardhaven,43527.26014,18.17,3.25203E+12
New Shannonberg,43505.16764,37.52,3.10791E+12
New Raymond,43586.22007,14.2,1.53509E+12
Brandonfort,43467.07044,49.95,1.29847E+12
Lake Scott,43468.71006,47.97,8.02488E+12
Nicolechester,43587.81799,36.59,6.82145E+12
East Marymouth,43586.84088,13.17,9.05267E+12
Myersshire,43490.22741,35.65,3.45946E+12
Nicolechester,43528.12933,27.67,1.79041E+12
Davidfurt,43470.57116,31.48,1.95392E+12
Josephside,43536.80928,29.47,1.69718E+12
Myersshire,43467.70828,33.62,6.48972E+12
Sotoville,43490.27207,24.13,7.37216E+12
Veronicaberg,43498.15943,26.42,8.45679E+12
Josephside,43483.27186,33.07,7.12966E+12
Rodriguezview,43513.59028,22.76,2.75037E+12
Lewisland,43563.82743,35.16,5.71557E+12
Sotoville,43578.85491,34.87,99483095214
Davidfurt,43482.74892,28.28,6.64786E+12
Mezachester,43487.04131,40.67,1.9569E+12
Josephside,43527.82186,17.39,1.28038E+12
Mezachester,43542.10619,40.81,9.43115E+12
New Shannonberg,43522.51613,16.39,1.10594E+12
East Marymouth,43532.20534,43.79,1.70317E+12
South Brenda,43484.0095,44.36,6.10819E+12
Colemanland,43529.18993,13.39,8.89492E+12
New Shannonberg,43588.91248,34.08,1.76783E+12
East Aaronbury,43540.4689,20.59,6.15302E+12
East Aaronbury,43492.41206,28.56,5.98108E+12
East Danielview,43521.16256,26.33,5.13607E+11
Barronchester,43555.25382,44.24,1.25289E+12
Mezachester,43581.14638,30.75,3.18164E+12
South Teresa,43557.16865,23.78,2.95848E+11
East Kentstad,43548.12064,31.53,1.90726E+12
Brandonfort,43543.243,45.52,2.01086E+11
New Shannonberg,43592.2974,20.52,8.3137E+12
Grayville,43515.82821,19.52,9.23398E+12
South Teresa,43552.18609,17.5,9.66511E+12
East Marymouth,43536.44918,38.26,5.23767E+12
Lake Robertside,43565.15225,34.14,9.36351E+12
Colemanland,43526.09122,36.81,1.16924E+11
South Brenda,43475.01208,47.52,3.06909E+12
Lewisland,43493.48491,35.6,9.36825E+12
New Raymond,43480.53584,47.01,3.56811E+12
North Richardhaven,43466.61951,31.15,7.18858E+12
Josephside,43572.24007,32.72,6.31791E+12
Nicolechester,43560.06862,19.57,1.10947E+12
Veronicaberg,43483.43992,33.04,4.34135E+12
Colemanland,43516.18019,43.09,8.70031E+12
Lewishaven,43575.16307,21.23,8.13952E+12
Mezachester,43471.08924,39.83,8.42238E+12
Williamsonville,43497.74589,38.9,1.24799E+12
Josephside,43482.76145,35.68,4.97337E+12
New Olivia,43572.79935,30.81,1.52129E+12
East Marymouth,43492.51296,43.06,6.91138E+12
Lewishaven,43582.10334,14.01,6.52498E+12
North Richardhaven,43493.97988,21.85,3.77662E+12
New Raymond,43532.73885,34.45,8.89571E+12
South Teresa,43574.33193,17.27,6.6817E+12
Lake Ann,43592.86145,24.89,7.35679E+12
West Kimmouth,43478.8408,19.47,6.50488E+12
East Marymouth,43567.28558,33.18,9.39326E+12
North Jeffrey,43524.36568,31.14,6.7957E+12
Myersshire,43491.46964,49.22,1.97393E+12
Williamsonville,43482.06014,28.65,6.11493E+12
Victoriaport,43485.71267,38.74,1.20114E+11
West Hannah,43574.91377,24.58,2.15878E+12
Williamsonville,43508.74603,26.49,8.22248E+12
Lake Omar,43561.85363,40.55,8.96999E+12
East Marymouth,43557.0447,20,9.37293E+12
Brandonfort,43562.02926,35.76,2.96585E+12
Lake Ann,43480.81984,28.15,3.60289E+12
Lake Robertside,43488.01726,46.83,3.57454E+12
Brandonfort,43502.10581,35.41,5.05322E+12
New Olivia,43551.06804,34.65,7.34528E+12
Veronicaberg,43473.66778,30.66,7.83873E+12
New Shannonberg,43575.13764,41.85,5.50909E+12
Grayville,43538.9656,25.12,3.75225E+12
South Teresa,43536.22652,23.46,8.44457E+11
South Brenda,43515.53513,29.37,6.76015E+11
Lewisland,43472.73109,17.57,3.76661E+12
Lake Robertside,43501.13691,21.45,3.67028E+12
West Hannah,43514.60272,40.22,8.80634E+12
West Kimmouth,43504.88279,27.93,6.52477E+11
East Marymouth,43517.81703,41.21,2.45224E+12
Grayville,43509.25509,48.59,4.96495E+12
New Olivia,43529.91777,19.21,8.45979E+12
North Timothy,43584.96549,29.39,6.60934E+12
East Kentstad,43491.20012,39.19,9.30935E+12
East Danielview,43574.44214,28.28,1.49456E+11
Veronicaberg,43501.86282,46.91,3.27189E+12
West Hannah,43502.83792,18.33,1.40449E+12
West Hannah,43512.83339,20.35,7.96086E+12
Port Shane,43541.22605,20.74,7.22872E+12
East Marymouth,43530.58338,35.95,5.14728E+12
Veronicaberg,43580.76487,24.51,6.52896E+12
Lewisland,43490.48322,44.61,7.55798E+12
West Kimmouth,43540.75701,35.36,6.75829E+12
North Timothy,43575.29615,46.24,2.78545E+12
New Olivia,43492.51086,46.97,3.2007E+12
West Hannah,43549.09336,40.11,4.49637E+12
Lake Ann,43489.27052,32.31,2.98517E+12
Myersshire,43539.3491,15.71,2.81357E+12
New Raymond,43524.29892,17.09,4.63337E+12
South Teresa,43508.11453,33.19,7.57892E+11
North Timothy,43487.10778,48.45,5.69683E+12
East Danielview,43562.27185,18.98,6.29412E+12
Lake Scott,43495.10243,48.78,1.36238E+12
Grayville,43569.87535,49.85,9.37012E+12
South Teresa,43549.05581,17.99,7.61376E+12
Lake Robertside,43556.13729,28.07,1.6774E+12
Barronchester,43526.984,36.49,4.03157E+12
Nicolechester,43587.82565,23.06,5.82838E+12
Lewishaven,43480.62816,22.44,9.66134E+12
Lake Omar,43522.49535,12.49,4.14493E+12
Victoriaport,43488.83296,27.09,3.32811E+11
Williamsonville,43543.35418,44.85,9.12022E+12
South Brenda,43468.89569,19.99,5.34802E+12
New Olivia,43490.50874,39.12,7.57471E+12
New Raymond,43588.3581,13.36,8.61049E+12
West Kimmouth,43502.0297,13.59,8.83791E+12
West Hannah,43590.32743,36.08,1.86598E+12
East Aaronbury,43574.72145,29.27,7.20171E+12
Lewisland,43534.09156,40.27,6.28444E+12
North Timothy,43479.7083,15.06,1.23675E+12
Rodriguezview,43511.4497,45.4,5.20469E+11
North Jeffrey,43531.12321,29.34,2.59227E+12
Josephside,43518.61068,16.97,1.75796E+12
Grayville,43468.54461,12.6,8.66343E+12
West Kimmouth,43531.93804,29.43,7.6803E+12
Davidfurt,43550.1808,28.69,5.1035E+12
South Brenda,43481.13124,20.27,3.31823E+12
North Timothy,43482.84186,40.87,1506044208
North Richardhaven,43538.03465,13.09,5.41369E+12
New Raymond,43541.18861,18.09,5.03486E+12
North Jeffrey,43524.24703,46.4,7.54697E+12
Lake Scott,43514.05052,38.47,1.40263E+12
Colemanland,43466.03248,47.74,2.21591E+12
Lake Robertside,43551.34171,29.07,2.04476E+12
West Hannah,43492.80248,22.42,3.20438E+12
Bethanyland,43507.73869,23.06,4.37474E+12
Bethanyland,43588.20186,40.85,6.70064E+12
New Olivia,43565.26767,30.41,7.89464E+12
North Timothy,43521.00087,22.27,8.60443E+12
West Kimmouth,43482.38863,24.22,8.37624E+12
Lewishaven,43526.32507,33.22,8.10002E+11
Grayville,43514.43799,12.55,9.99956E+11
East Marymouth,43589.97111,39.07,4.4593E+12
Davidfurt,43539.20991,48.34,2.4061E+12
Sotoville,43466.08847,24.07,7.82743E+12
Mezachester,43584.6808,28.43,7.2853E+12
Veronicaberg,43485.20868,22.02,4.11034E+12
Lewishaven,43467.74488,20.68,8.8438E+12
Josephside,43543.73188,37.42,6.75844E+12
West Kimmouth,43560.48388,28.07,3.8669E+12
New Raymond,43530.71648,15.53,6.11832E+12
Barronchester,43562.61328,21.95,9.35581E+12
South Teresa,43520.70248,48.8,8.24317E+12
Lake Robertside,43479.80891,21.46,2.93261E+12
Josephside,43503.8701,15.98,6.78892E+12
West Hannah,43513.72322,12.6,2.7285E+12
South Brenda,43547.08411,40.53,2.61964E+12
Williamsonville,43515.32537,22.23,1.78416E+12
New Raymond,43472.41873,28.74,4.25285E+12
Brandonfort,43476.68418,37.35,8.70194E+12
Colemanland,43517.91962,30.97,4.04653E+12
South Teresa,43574.83442,34.93,9.23316E+12
Myersshire,43549.35181,18.16,2.36425E+12
East Danielview,43526.11649,14.32,2.1061E+12
West Hannah,43578.20623,47.08,6.28059E+12
Nicolechester,43472.44565,27.44,1.91836E+12
Barronchester,43514.77492,42.32,3.49352E+12
North Timothy,43592.58348,26.3,4.90517E+12
East Aaronbury,43563.79111,21.29,6.30561E+11
Bethanyland,43550.76934,24.27,7.24723E+12
East Danielview,43588.75644,48.24,3.3281E+12
New Olivia,43468.41586,38.31,93262977180
Rodriguezview,43474.49676,29.19,38504866921
Victoriaport,43523.71752,44.91,6.92663E+12
North Jeffrey,43488.988,27.11,6.33205E+12
New Olivia,43502.8611,13.03,1.37741E+12
East Danielview,43524.85152,42.71,2.32233E+12
Bethanyland,43514.39656,38.8,9.38223E+12
Colemanland,43497.87456,16.11,7.60029E+12
Grayville,43522.54119,12.64,5.43831E+11
Nicolechester,43538.05716,47.93,4.42338E+12
Bethanyland,43499.24134,22.82,9.67569E+12
Nicolechester,43477.95056,30.79,9.52338E+12
Port Shane,43579.42104,45.92,5.38891E+12
Brandonfort,43588.08409,41.62,3.18313E+12
West Kimmouth,43570.80727,27.16,8.18072E+12
Williamsonville,43495.22287,36.81,8.08567E+12
Josephside,43557.51632,49.33,4.82647E+11
Josephside,43513.95939,38.24,1.24677E+12
Mezachester,43556.00169,24.4,8.95952E+12
Josephside,43483.43153,14.75,6.14037E+12
North Richardhaven,43559.87911,23.79,1.14566E+12
Bethanyland,43504.82693,28.27,5.51853E+12
Lake Scott,43489.80642,47.83,6.81244E+12
East Danielview,43515.19743,31.72,7.45253E+12
East Aaronbury,43520.69257,36.88,9.77719E+12
Sotoville,43552.80278,34.03,3.99885E+12
Lewishaven,43483.17304,32.13,2.82058E+12
Josephside,43556.1575,23.73,6.1245E+12
Nicolechester,43500.40383,49.21,4.28043E+12
Josephside,43531.09891,39.17,6.54097E+12
East Kentstad,43592.56222,38.74,41356844955
Colemanland,43524.87653,35.07,8.31333E+12
Lewishaven,43518.61117,20.35,3.26261E+12
Lake Robertside,43557.37049,21.31,4.62757E+12
Lake Scott,43540.99175,28.99,6.20094E+12
Josephside,43587.64586,21.33,6.69796E+12
South Brenda,43515.75582,45.55,1.08908E+12
Williamsonville,43479.31464,40.72,7.26212E+12
Colemanland,43522.73939,32.7,7.01549E+12
New Olivia,43543.00336,33.43,2.16378E+12
Lake Robertside,43536.25362,31.23,3.34793E+12
Rodriguezview,43586.40662,26.92,1.69386E+12
Brandonfort,43550.81604,19.22,8.65846E+12
Victoriaport,43520.33262,45.66,3.82143E+12
North Richardhaven,43485.21786,20.89,6.06804E+12
Colemanland,43584.29828,34.77,3.00413E+11
Williamsonville,43559.15896,18.77,7.55468E+12
Barronchester,43530.27524,46.07,4.55352E+12
Lewisland,43523.78939,36.26,6.39214E+12
New Raymond,43531.74796,26.55,6.93053E+12
South Brenda,43466.52278,25.56,2.61354E+12
South Brenda,43545.94818,49.59,3.89294E+12
North Timothy,43569.75477,41.17,2.43823E+12
East Marymouth,43591.94411,34.12,9.2158E+12
Barronchester,43550.7694,30.32,1.77556E+12
Mezachester,43512.7323,29.25,9.835E+12
East Kentstad,43574.61664,44.82,7.4976E+11
East Marymouth,43476.09214,12.21,56113993388
East Marymouth,43500.79376,31.44,9.30907E+12
New Olivia,43499.369,42.89,7.78115E+12
North Jeffrey,43564.86155,21.2,8.49076E+12
North Richardhaven,43484.13439,41.94,4.57841E+12
Lake Scott,43590.2487,18.48,7.98853E+12
West Kimmouth,43586.38035,23.69,1.24693E+12
Lewisland,43517.9626,23.3,7.49638E+12
Mezachester,43478.63997,23.83,5.27085E+12
Williamsonville,43592.82338,26.11,2.81673E+12
East Marymouth,43559.45824,23.38,8.03394E+12
Veronicaberg,43592.5635,42.48,3.34219E+12
Lewisland,43552.06397,43.77,7.96383E+12
Lewisland,43502.85692,33.22,5.52629E+12
Josephside,43520.16549,40.92,1.75388E+11
Bethanyland,43541.85356,44.81,4.17323E+12
North Richardhaven,43503.01514,12.58,1.42675E+12
West Kimmouth,43533.09994,35.3,5.03886E+12
Lake Robertside,43538.8226,35.79,8.73916E+12
New Shannonberg,43514.47605,21.66,8.77423E+12
North Jeffrey,43479.35376,25.02,4.71896E+12
Nicolechester,43473.81019,26.16,8.90381E+11
Williamsonville,43530.16387,25.69,8.75561E+11
Colemanland,43578.71495,16.1,3.62574E+12
West Hannah,43557.68691,33.41,3.05586E+11
South Brenda,43481.55603,47.66,4.35784E+12
Grayville,43529.52168,14.15,3.50358E+12
Port Shane,43493.64863,45.7,5.71797E+12
Veronicaberg,43505.28836,26.39,1.33283E+12
North Jeffrey,43514.86182,35.03,4.4807E+12
Nicolechester,43506.69455,37.22,3.46427E+12
Grayville,43544.23391,35.34,3.55075E+12
West Kimmouth,43553.20186,34.84,1.76961E+12
New Raymond,43563.61391,46.37,2.49397E+11
West Kimmouth,43474.82044,19.77,6.84129E+11
Brandonfort,43475.46553,40.2,9.84078E+12
Victoriaport,43491.33845,23.94,4.20032E+12
Port Shane,43561.47385,43.21,1.9145E+12
Brandonfort,43537.97169,21.62,9.83955E+12
North Jeffrey,43475.8039,33.85,8.08941E+12
New Shannonberg,43575.42336,46.8,5.91725E+11
Barronchester,43544.78635,35.09,4.84215E+12
Josephside,43581.08538,27.2,3.02737E+12
Rodriguezview,43590.86734,25.19,5.10654E+12
South Teresa,43550.34113,37.29,8.50175E+11
Port Shane,43480.76127,33.95,5.35562E+12
New Shannonberg,43587.48654,13.08,5.6481E+12
Rodriguezview,43579.33904,18.22,6.27133E+12
Lake Ann,43512.29751,39.8,1.71208E+12
Myersshire,43570.00492,32.13,6.92114E+12
Colemanland,43577.30315,31.43,8.42816E+12
Veronicaberg,43476.68404,31.26,8.82167E+12
Lewishaven,43485.53332,35,5.77226E+12
South Brenda,43528.04481,16.6,2.24159E+12
East Marymouth,43488.25336,24.91,5.9999E+12
Rodriguezview,43583.03956,26.61,4.83979E+12
Grayville,43472.84008,34.62,8.23837E+12
Nicolechester,43532.64448,31.71,5.15797E+12
Lake Scott,43587.80193,35.54,8.21897E+12
Rodriguezview,43477.0908,26.41,8.99334E+11
South Teresa,43525.54916,34.24,2.68712E+12
Lake Scott,43489.35272,23.8,8.22938E+12
South Brenda,43493.49688,30.98,5.99776E+12
South Brenda,43470.61766,47.38,2.88574E+12
Josephside,43499.61679,43.39,7.79497E+12
Myersshire,43575.20596,37.15,4.25308E+12
East Danielview,43480.16387,21.97,2.3248E+11
North Timothy,43512.74576,14.94,7.96424E+12
Sotoville,43577.13521,31.24,9.47486E+11
Grayville,43490.4291,39.35,6.10511E+12
Myersshire,43585.45462,41.25,5.29359E+12
Barronchester,43474.37611,38.57,1.24687E+12
Mezachester,43467.68248,47.07,8.98836E+12
East Marymouth,43484.81142,29.94,3.88682E+11
West Kimmouth,43506.98845,23.35,6.12096E+12
Veronicaberg,43496.09481,23.41,4.29992E+12
Josephside,43565.45567,32.26,5.71935E+12
Sotoville,43582.82347,28.84,9.91397E+12
Veronicaberg,43483.77822,44.05,1.68015E+12
Victoriaport,43543.70025,29.54,3.04973E+12
New Raymond,43475.5289,49.19,7.82715E+12
West Hannah,43509.40595,42.61,8.81326E+11
East Danielview,43587.82395,19.41,8.11909E+12
Veronicaberg,43494.1603,48.05,5.23295E+12
Davidfurt,43499.5825,33.84,7.1593E+12
Davidfurt,43516.07047,46.67,2.88213E+12
South Teresa,43580.49351,38.81,8.75807E+12
West Hannah,43472.81769,46.64,5.78857E+12
Lake Ann,43554.72493,23.87,5.12673E+12
Bethanyland,43490.04512,41.85,5.32729E+12
East Danielview,43510.83573,20.26,7.52786E+12
South Brenda,43509.65291,31.67,7.82461E+12
Colemanland,43571.76215,42.08,9.74604E+12
Davidfurt,43561.65156,17.99,8.57811E+12
Bethanyland,43493.35634,23.73,4.13245E+12
Sotoville,43486.4317,34.06,5.6975E+11
East Aaronbury,43475.3569,23.02,9.26542E+12
Colemanland,43476.01964,49.28,4.06453E+12
Lewishaven,43582.30454,18.56,4.91983E+12
Lake Omar,43482.77081,28.54,8.21283E+12
New Shannonberg,43508.85237,15.31,9.47627E+12
North Jeffrey,43512.80468,26.66,7.46905E+12
South Brenda,43510.2967,16.86,5.97645E+12
North Richardhaven,43503.55442,27.02,6.40777E+11
South Brenda,43565.83669,35.83,4.34284E+12
Grayville,43485.79955,24.53,6.94759E+12
Victoriaport,43480.79424,14.87,8.29884E+12
South Teresa,43582.6094,45.77,4.66093E+12
East Marymouth,43578.59749,33.66,8.23818E+12
Lake Omar,43527.5537,33.97,1.57056E+12
Lake Scott,43514.48537,47.37,2.72568E+12
Port Shane,43512.74476,22.81,8.25362E+12
Davidfurt,43582.99495,45.98,5.455E+12
Lake Ann,43475.18118,18.22,2.89588E+12
New Raymond,43496.83067,12.87,2.30062E+12
West Hannah,43533.47416,21.44,8.3286E+12
Port Shane,43547.40049,18.58,3.26138E+12
Barronchester,43500.6249,45.75,7.21653E+12
Davidfurt,43508.42171,49.55,3.63931E+12
Grayville,43586.60237,26.26,6.82274E+12
Lake Robertside,43520.26767,41.57,9.69893E+12
North Richardhaven,43481.56817,21.06,1.76436E+12
Lewisland,43525.1908,43.77,5.01347E+12
Mezachester,43509.38675,38.55,8.13338E+12
Sotoville,43467.00912,44.71,9.90388E+12
Mezachester,43574.39301,17.51,1.7345E+12
South Teresa,43570.33807,23.06,6.61719E+12
Davidfurt,43514.295,17.06,2.08406E+12
Lewisland,43514.51194,23.87,4.51327E+12
East Aaronbury,43559.25198,16.9,7.21704E+12
Mezachester,43513.55292,34.17,1.42135E+12
North Timothy,43520.56964,12.86,3.76466E+12
Veronicaberg,43578.8572,47.51,9.50712E+12
Lake Scott,43540.75552,20.1,5.40659E+12
New Raymond,43543.73421,28.19,3.97789E+12
Josephside,43506.33097,35.39,8.53682E+12
East Kentstad,43542.48999,33.83,6.26555E+11
Williamsonville,43580.72117,32.93,5.56442E+11
East Kentstad,43567.63963,17.26,8.43953E+12
New Olivia,43546.20889,24.8,4.46562E+12
Lake Ann,43504.43811,40.27,3.07966E+12
Lake Omar,43553.84322,14.77,6.60287E+12
Lake Omar,43482.20502,35.94,8.67508E+12
Josephside,43524.4636,41.18,2.44149E+12
East Kentstad,43528.91144,20.83,2.47007E+12
Williamsonville,43546.12895,38.41,1.33934E+12
Bethanyland,43585.82589,27.99,9.68219E+12
North Timothy,43573.00458,26.98,3.67836E+12
Lake Ann,43537.22802,45.43,3.35808E+11
Mezachester,43569.09391,15.17,8.11601E+12
New Shannonberg,43572.83803,39.47,6.59893E+12
West Kimmouth,43548.87799,49.96,5.9479E+12
New Raymond,43497.20589,35.6,2.2501E+11
East Danielview,43589.09353,40.02,3.64076E+12
Brandonfort,43574.24469,44.24,1.39834E+12
New Olivia,43565.96242,48.31,4.54321E+12
Myersshire,43511.56374,40.6,5.02301E+12
Davidfurt,43497.18149,20.44,1.85974E+11
Port Shane,43512.14991,29.99,3.15424E+12
South Brenda,43532.46302,41.85,6.40043E+12
New Shannonberg,43522.7889,24.28,5.55904E+11
Lake Scott,43498.2347,26.45,1.38058E+12
Rodriguezview,43515.34856,42.1,4.26353E+12
Lake Robertside,43554.03762,16.53,30234681362
Veronicaberg,43552.46103,26.01,5.59078E+12
Colemanland,43512.16074,15.04,4.02729E+12
Myersshire,43579.36938,26.84,3.89315E+11
New Olivia,43592.11781,15.41,4.67903E+12
Nicolechester,43532.69142,26.12,1.5339E+12
South Brenda,43581.96941,33.74,1.47299E+12
South Teresa,43519.68817,26.28,7.86503E+12
North Timothy,43515.6042,22.97,8.11551E+12
Davidfurt,43499.13488,40.18,8.11698E+12
East Danielview,43571.87985,42.94,7.30379E+12
Brandonfort,43540.86764,19.23,4.3587E+12
Lake Robertside,43488.03219,14.29,2.34289E+12
South Brenda,43582.31566,30.28,7.027E+12
South Teresa,43485.3511,30.37,9.59221E+12
East Danielview,43528.17396,17.89,7.64021E+12
New Shannonberg,43587.91243,28.99,3.40781E+12
Barronchester,43583.49266,39.19,9.91774E+12
Barronchester,43543.80456,46.42,2.88714E+12
West Hannah,43518.9791,23.36,8.1796E+12
Nicolechester,43583.73483,34.87,5.10194E+12
Lake Robertside,43506.63321,20.98,7.33465E+12
Colemanland,43506.13392,35.76,8.31309E+12
Bethanyland,43572.94258,28.68,3.15094E+12
East Marymouth,43564.04497,29.03,8.44287E+12
Rodriguezview,43577.87251,44.68,1.13954E+12
Colemanland,43515.09944,23.45,1.22468E+12
Lake Omar,43568.97839,25.61,3.66779E+12
Davidfurt,43573.65503,47.3,8.28934E+12
Davidfurt,43558.74475,21.29,3.93429E+12
New Raymond,43552.60135,14.75,7.75063E+11
Lake Scott,43498.59584,17.55,3.94737E+12
Lake Scott,43518.26829,37.51,2.59185E+12
West Kimmouth,43498.79462,36.71,6.54813E+12
Davidfurt,43592.61013,13.05,1.12652E+11
Port Shane,43551.49656,28.8,4.39958E+12
Lake Ann,43587.26073,47.44,9.06613E+12
North Timothy,43579.51675,37.71,4.49908E+12
East Marymouth,43520.75142,27.38,5.22442E+12
Lake Robertside,43490.90557,48.81,6.51332E+12
Josephside,43521.42912,35.8,2.85109E+12
Lake Robertside,43478.18928,44.66,1.75734E+12
East Marymouth,43546.9131,14.13,6.50276E+12
South Teresa,43478.64652,20.93,6.76923E+12
Lake Robertside,43582.26424,28.29,9.59553E+12
Lake Robertside,43562.27453,46.5,5.12795E+12
Lake Omar,43468.05329,14.61,7.11723E+12
Bethanyland,43547.912,40.07,6.35881E+11
West Kimmouth,43584.08613,31.59,8.39023E+12
Lewisland,43507.37563,30.56,5.32677E+12
Barronchester,43557.81818,28.55,9.11268E+12
Mezachester,43592.64929,44.87,6.58787E+12
Rodriguezview,43562.15387,13.71,4.66612E+12
Lewishaven,43567.62579,49.15,6.41139E+12
South Brenda,43514.27081,41.32,9.77307E+12
Lake Omar,43570.69396,45.64,3.8159E+12
Lewisland,43495.58997,46.7,9.37453E+12
Nicolechester,43487.61679,32.03,8.08525E+12
Lake Scott,43476.00331,23.44,8.55767E+12
Davidfurt,43501.76611,27.55,6.57488E+12
Port Shane,43573.03626,12.05,1.54679E+12
Bethanyland,43538.40764,44.31,5.7853E+11
South Teresa,43532.22913,42.68,6.55118E+12
Josephside,43567.60427,37.37,2.63269E+12
Myersshire,43572.97561,20.51,4.67005E+12
Victoriaport,43502.6863,45.86,6.84439E+12
Brandonfort,43495.07763,17.5,6.47722E+12
Bethanyland,43539.54926,39.66,9.76644E+12
East Marymouth,43529.79589,25.44,7.45116E+12
North Jeffrey,43543.25053,31.16,2.45874E+12
Victoriaport,43494.16961,35.5,2.1861E+12
Mezachester,43480.20372,16.6,3.35605E+12
Rodriguezview,43510.08303,30.39,9.18047E+12
West Hannah,43519.47389,23.5,7.79876E+12
Port Shane,43541.02715,47.75,1.41742E+12
Colemanland,43487.4317,46.43,3.16207E+12
Nicolechester,43552.17542,26.22,1.22825E+11
Josephside,43467.31034,33.57,8.53093E+12
Lewisland,43488.76235,26.69,4.36044E+12
South Teresa,43507.62998,28.64,3.21468E+11
West Kimmouth,43514.49564,49.38,1.63156E+12
Davidfurt,43533.96359,26.24,4.65249E+12
North Jeffrey,43517.53956,22.96,6.85385E+12
East Kentstad,43565.86457,21.38,9.07891E+12
Brandonfort,43559.88458,21.56,8.10843E+12
Lewishaven,43553.30878,14.21,1.26283E+11
East Danielview,43581.34359,40.76,2.97066E+12
Veronicaberg,43557.16604,16.63,4.52806E+12
Lake Omar,43590.98576,12.45,6.3841E+12
Lake Omar,43568.29844,24.9,9.45408E+12
Josephside,43542.95506,35.58,5.45261E+12
Port Shane,43543.5176,40.39,9.10341E+11
Rodriguezview,43517.06554,36.37,4.98477E+12
East Kentstad,43475.4691,24.65,7.20195E+12
Brandonfort,43527.18442,46.01,2.28616E+12
North Timothy,43541.35666,45.33,1.75842E+12
North Richardhaven,43543.2258,18.01,2.80427E+12
East Danielview,43500.45931,38.38,2.52868E+12
Colemanland,43560.22493,43.91,3.89097E+11
East Marymouth,43537.33824,27.54,9.78379E+12
Lake Robertside,43512.30161,47.31,6.26738E+12
North Jeffrey,43582.42877,20.41,9.03067E+11
East Danielview,43551.68205,36,1.41074E+12
New Olivia,43501.91919,35.76,5.89479E+12
Lake Robertside,43508.40627,20.03,9.62634E+12
South Brenda,43543.80959,48.98,8.68564E+12
Josephside,43579.43698,42.58,1.06762E+12
West Kimmouth,43529.91962,48.2,321833677
Barronchester,43560.5923,33.5,91435348621
Bethanyland,43530.41803,13.86,8.57176E+12
Lake Omar,43516.91414,33.61,2.72136E+12
Williamsonville,43583.81601,16.96,9.63129E+12
Colemanland,43484.64215,24.4,6.65256E+12
Port Shane,43495.86385,49.52,8.26279E+12
West Kimmouth,43537.61861,18.72,9.38833E+12
Nicolechester,43590.36525,15.43,8.49665E+12
Mezachester,43574.79525,29.12,8.89499E+12
New Olivia,43551.3994,34.54,4.64297E+12
East Danielview,43490.49899,48.32,1.83167E+12
Brandonfort,43570.17561,47.17,7.38801E+12
Port Shane,43558.94017,15.59,1.27446E+11
Colemanland,43589.18369,12.62,4.90271E+12
South Teresa,43529.80459,32.29,4.98169E+12
South Brenda,43580.29751,23.6,1.78402E+12
East Aaronbury,43566.14183,34.4,6.54091E+12
Sotoville,43537.67095,14.36,8.62953E+12
West Hannah,43486.82926,41.95,16507766547
South Teresa,43533.41288,25.08,8.13631E+12
Bethanyland,43557.18691,34.38,1.78385E+12
West Hannah,43526.71253,13.92,7.38894E+12
Lake Robertside,43558.14427,12.76,1.30176E+12
Colemanland,43475.2847,27.7,8.70407E+12
East Marymouth,43508.97145,47.41,7.40966E+12
New Raymond,43507.72809,17.97,7.55167E+12
Randallchester,43568.46772,43.22,1.07608E+12
North Holly,43498.62083,12.42,1.98526E+12
Michaelberg,43551.76914,54.85,4.42184E+12
Lake Latoyabury,43519.88361,47.9,3.26965E+12
Lake Latoyabury,43591.37356,51.8,4.01803E+12
Taylorhaven,43561.0427,45.31,2.27536E+12
Garzaport,43514.76931,36.16,2.92834E+12
New Ryantown,43492.73172,42.68,7.9946E+12
Lake Latoyabury,43557.87525,13.46,8.23286E+12
North Holly,43512.71031,39.46,4.57148E+12
Bradshawfurt,43530.90617,19.74,6.08037E+12
South Marychester,43515.01608,32.72,1.48175E+12
Bradshawfurt,43548.78701,57.51,2.302E+12
Lake Latoyabury,43487.5298,13.5,8.49334E+12
South Marychester,43467.4712,52.12,3.45402E+12
Jessicaport,43466.40667,43.69,2.42488E+12
South Jennifer,43556.39774,21.63,9.13598E+12
South Marychester,43517.80333,55.4,8.82236E+12
